Nombre,Edad,EstadoCivil,Hijos,Residencia,propiedades,vivienda,educacion,empleo,telefono,Ingreso,balance,creditos_otro,suscrito notificaciones,Cta_Ahorros,Cta_Corriente,tarjeta_credito,monto_credito,duracion,tasa_mensual,mora_otros,Limite_Credito,razonPrestamo
Marta Florina Martín Portero,26,F Casada,0,1,Propietario automóviles,Propietario,desconocido,Dependiente,Si,25000-45000,5920,ninguno,0,NO,SI,1,1715,30,4,no,entre 0-5000,Viaje
Eladio Rodriguez-Morales,23,H Soltero,2,2,Propietario apartamentos,Propietario,Superior,Técnico,Si,25000-45000,816,ninguno,1,SI,SI,1,2520,27,4,no,entre 0-5000,Viaje
Felicidad Hidalgo,54,F Casada,0,2,Propietario automóviles,Alquiler,secundaria,Empresario,No,Mayor a 45000,3276,Bancario,0,NO,SI,0,3568,15,4,no,Sin limite,Viaje
Felipe Amancio Arribas Cervera,29,H Casado,0,4,Propietario apartamentos,Alquiler,desconocido,Dependiente,No,Menor a 25000,2,ninguno,0,SI,SI,0,7166,42,2,no,Sin limite,Viaje
Macario Sosa Valls,40,H Soltero,3,2,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Menor a 25000,-51,ninguno,0,NO,SI,0,3939,11,1,no,Sin linea de crédito,Vehículo
Teo Seve Orozco Martin,22,H Soltero,1,2,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,25000-45000,3315,ninguno,0,SI,NO,0,1514,15,4,no,entre 0-5000,Mejoras del hogar
León del Antón,43,H Soltero,2,4,Propietario apartamentos,Propietario,secundaria,Técnico,Si,Menor a 25000,196,ninguno,0,SI,SI,0,7393,24,1,no,Sin limite,Vehículo
Ani Posada Pedraza,29,F divorciada,3,4,desconocido/ninguno,Alquiler,secundaria,No calificado,Si,Mayor a 45000,552,ninguno,1,SI,SI,1,1193,24,1,no,Sin linea de crédito,Vehículo
Seve Montaña Moya,36,H Soltero,2,4,desconocido/ninguno,Alquiler,secundaria,Dependiente,Si,Menor a 25000,2347,ninguno,1,NO,SI,0,7297,60,4,no,Sin linea de crédito,Negocio
Rosalina Vázquez Ojeda,33,F Soltera,0,2,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,3723,ninguno,0,SI,SI,0,2831,30,4,no,Sin limite,Viaje
Carla Ródenas Zamora,57,F divorciada,1,3,Propietario automóviles,Propietario,primaria,Técnico,Si,Menor a 25000,255,ninguno,0,SI,NO,0,1258,24,3,no,mayor 5000,Viaje
Dalila Piñol Conesa,64,F divorciada,2,3,Propietario de Bienes Raices,Contrato A,Superior,Dependiente,Si,Mayor a 45000,3143,ninguno,0,SI,NO,0,753,6,2,no,entre 0-5000,Viaje
Fernando del Rico,42,H Soltero,1,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,0,ninguno,0,NO,SI,0,2427,18,4,no,entre 0-5000,Negocio
Salvador Porcel-Fábregas,47,H Soltero,0,4,Propietario automóviles,Propietario,secundaria,Técnico,Si,25000-45000,6411,ninguno,1,SI,SI,1,2538,24,4,no,Sin limite,Vehículo
Nicanor Palacio Robles,25,H Casado,0,2,Propietario apartamentos,Alquiler,Superior,Dependiente,Si,Mayor a 45000,1909,ninguno,1,SI,SI,1,1264,15,2,no,entre 0-5000,Vehículo
Álvaro Toro Macias,49,H Soltero,3,2,Propietario apartamentos,Propietario,primaria,Dependiente,Si,Menor a 25000,3873,ninguno,1,SI,NO,1,8386,30,2,no,entre 0-5000,Mejora Vivienda
Hugo Mateu,33,H Soltero,0,2,Propietario automóviles,Alquiler,primaria,Empresario,No,25000-45000,1013,Bancario,1,SI,SI,0,4844,48,3,no,Sin limite,Negocio
Hortensia Díez Camino,28,F divorciada,2,1,Propietario automóviles,Propietario,secundaria,Empresario,No,Mayor a 45000,262,Bancario,0,SI,SI,0,2923,21,1,no,mayor 5000,Vehículo
Pascual Posada Burgos,26,H Soltero,0,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,25000-45000,3217,ninguno,1,NO,NO,0,8229,36,2,no,Sin linea de crédito,Divisas 
Diego Zacarías Garriga Ariza,30,H Soltero,0,2,Propietario apartamentos,Propietario,secundaria,Técnico,Si,Menor a 25000,5436,ninguno,0,NO,SI,0,2028,24,2,no,Sin limite,Mejora Vivienda
Calista Ocaña Morales,25,F Casada,2,3,Propietario apartamentos,Alquiler,primaria,Dependiente,Si,25000-45000,2067,ninguno,0,SI,SI,0,1433,15,4,no,Sin linea de crédito,Mejora Vivienda
Ulises Fernández Mancebo,33,H divorciado,0,1,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Mayor a 45000,215,ninguno,0,SI,SI,0,6289,42,2,no,mayor 5000,Negocio
Bibiana Padilla Figueroa,64,F Soltera,1,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,1594,ninguno,0,NO,NO,1,1409,13,2,no,Sin limite,Viaje
Espiridión Galán,29,H Soltero,2,2,desconocido/ninguno,Propietario,Superior,Empresario,No,25000-45000,134,ninguno,0,NO,SI,0,6579,24,4,no,Sin linea de crédito,Divisas 
Lázaro Báez Ariño,48,H Soltero,0,2,Propietario apartamentos,Propietario,Superior,Técnico,Si,25000-45000,262,ninguno,0,NO,SI,1,1743,24,4,no,entre 0-5000,Viaje
Chema Prudencio Valbuena Fuertes,37,H Soltero,3,1,Propietario apartamentos,Propietario,primaria,Técnico,Si,Menor a 25000,3021,ninguno,0,NO,SI,0,3565,12,2,no,Sin limite,Estudios
Sergio Heras Malo,34,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Técnico,Si,Menor a 25000,388,Bancario,0,SI,SI,0,1569,15,4,no,Sin limite,Viaje
Eduardo Ureña,23,H Casado,2,4,Propietario automóviles,Alquiler,secundaria,Técnico,Si,25000-45000,3412,ninguno,0,SI,SI,0,1936,18,2,no,Sin linea de crédito,Viaje
Bonifacio de Aranda,30,H Soltero,1,3,Propietario apartamentos,Propietario,secundaria,Empresario,No,25000-45000,1291,ninguno,0,NO,SI,0,3959,36,4,no,Sin linea de crédito,Mejora Vivienda
Onofre Jose Ignacio Mata Lluch,50,H Soltero,1,3,Propietario automóviles,Propietario,secundaria,Dependiente,No,Menor a 25000,79,ninguno,0,SI,SI,0,2390,12,4,no,Sin limite,Vehículo
Paulina de Sevillano,31,F Casada,0,4,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,25000-45000,2013,ninguno,0,NO,SI,0,1736,12,3,no,Sin limite,Mejora Vivienda
José Sanjuan Artigas,40,H divorciado,3,4,Propietario apartamentos,Propietario,secundaria,Empresario,No,25000-45000,543,ninguno,0,NO,SI,1,3857,30,4,no,Sin linea de crédito,Divisas 
Félix Atienza Aguiló,38,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Dependiente,Si,25000-45000,1016,ninguno,0,NO,SI,0,804,12,4,no,Sin limite,Viaje
Juan Francisco Blanch Ferrández,23,H Soltero,1,4,desconocido/ninguno,Propietario,secundaria,Dependiente,No,Menor a 25000,604,ninguno,1,NO,NO,0,1845,45,4,no,Sin linea de crédito,Viaje
Inocencio Jose Santos Cortina,27,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Dependiente,Si,25000-45000,525,ninguno,0,NO,SI,0,4576,45,3,no,entre 0-5000,Divisas 
Edmundo Barberá Polo,61,H divorciado,0,4,Propietario de Bienes Raices,Propietario,primaria,Técnico,Si,Menor a 25000,353,ninguno,0,SI,NO,0,3059,12,2,no,Sin limite,Viaje
Adela Julia Sales Moraleda,22,F Soltera,0,1,Propietario automóviles,Propietario,Superior,Dependiente,No,Menor a 25000,964,ninguno,0,SI,SI,0,1567,12,1,no,entre 0-5000,Viaje
Jordana Galvez,28,F Soltera,0,4,Propietario automóviles,Alquiler,Superior,Dependiente,Si,Mayor a 45000,3913,ninguno,0,NO,SI,0,1403,15,2,no,Sin linea de crédito,Vehículo
Apolinar Jódar Atienza,53,H Soltero,3,4,Propietario apartamentos,Propietario,primaria,Dependiente,Si,Menor a 25000,879,ninguno,0,SI,NO,0,2424,24,4,no,Sin limite,Viaje
Ibán Armas,25,H Soltero,2,3,Propietario automóviles,Propietario,secundaria,Dependiente,Si,25000-45000,314,Bancario,0,SI,NO,1,8072,30,2,no,Sin linea de crédito,Negocio
Wálter Manjón-Antúnez,31,H Soltero,0,2,Propietario automóviles,Propietario,primaria,Dependiente,No,Menor a 25000,0,ninguno,0,NO,NO,1,3430,24,3,no,Sin limite,Viaje
Lorenzo Almansa Colom,48,H Soltero,3,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,1370,ninguno,0,NO,NO,1,2134,9,4,no,Sin limite,Vehículo
Jose Miguel Donato Nogués Nebot,44,H Soltero,0,3,Propietario de Bienes Raices,Alquiler,secundaria,Dependiente,Si,Menor a 25000,37,ninguno,0,SI,NO,0,2647,6,2,no,Sin linea de crédito,Viaje
Jose Carlos Chamorro Contreras,48,H Soltero,2,3,Propietario de Bienes Raices,Alquiler,Superior,Técnico,Si,25000-45000,673,ninguno,0,SI,SI,0,2241,10,1,no,Sin linea de crédito,Vehículo
Lisandro Muñoz-Vilaplana,44,H Soltero,1,4,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,25000-45000,-342,ninguno,0,SI,SI,0,1804,12,3,no,entre 0-5000,Divisas 
Cruz Pou Hoyos,26,H Casado,0,1,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Mayor a 45000,291,ninguno,0,SI,NO,1,2069,10,2,no,Sin limite,Mejora Vivienda
Zacarías Acevedo Reyes,36,H Soltero,0,2,Propietario de Bienes Raices,Propietario,secundaria,Técnico,No,25000-45000,209,Bancario,0,NO,SI,1,1374,6,1,no,Sin linea de crédito,Mejora Vivienda
Remigio Mena Jáuregui,39,H Casado,3,4,Propietario automóviles,Propietario,Superior,Técnico,Si,Menor a 25000,438,ninguno,0,NO,NO,1,426,6,4,no,Sin limite,Viaje
Claudia Montesinos Pizarro,42,F Casada,0,3,Propietario de Bienes Raices,Alquiler,secundaria,Dependiente,Si,Menor a 25000,1242,ninguno,0,NO,SI,0,409,12,3,no,mayor 5000,Viaje
Joaquín Gomis Perales,34,H Soltero,0,2,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,25000-45000,355,ninguno,0,NO,NO,1,2415,7,3,no,entre 0-5000,Viaje
Bartolomé Doménech-Casanova,36,H Casado,3,3,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Menor a 25000,204,Bancario,0,SI,SI,0,1913,18,3,no,entre 0-5000,Negocio
Victor Manuel Soler Maldonado,27,H Soltero,3,2,Propietario automóviles,Propietario,Superior,Dependiente,Si,Menor a 25000,10758,Préstamo a plazo,0,SI,SI,0,4020,24,2,no,Sin linea de crédito,Mejora Vivienda
Renato Boix Segarra,30,H Soltero,1,2,Propietario automóviles,Propietario,Superior,Dependiente,No,25000-45000,5,ninguno,0,SI,SI,0,5866,18,2,no,entre 0-5000,Vehículo
Matías Sáenz,57,H Soltero,0,4,desconocido/ninguno,Alquiler,secundaria,Técnico,Si,Mayor a 45000,410,ninguno,0,SI,SI,0,1264,12,4,no,Sin limite,Negocio
Bárbara Sotelo Palomino,33,F Casada,1,1,Propietario apartamentos,Propietario,Superior,Empresario,No,Menor a 25000,605,Bancario,0,NO,NO,0,1474,12,4,no,mayor 5000,Mejora Vivienda
Omar Buendía Coll,31,H Soltero,2,3,desconocido/ninguno,Propietario,Superior,Dependiente,No,Menor a 25000,4,Bancario,0,SI,NO,0,6110,48,1,no,Sin limite,Estudios
Severino Chaves Santos,37,H Soltero,1,2,Propietario automóviles,Propietario,secundaria,Dependiente,No,Menor a 25000,8494,ninguno,0,NO,SI,1,1225,10,2,no,mayor 5000,Electrodomésticos
Adalberto de Jove,24,H Soltero,0,3,Propietario de Bienes Raices,Propietario,primaria,Dependiente,Si,Menor a 25000,198,ninguno,0,SI,SI,1,458,9,4,no,entre 0-5000,Viaje
Lino Baquero Villa,30,H Soltero,2,2,Propietario automóviles,Propietario,secundaria,Empresario,Si,Menor a 25000,841,Bancario,0,SI,SI,0,2333,30,4,no,Sin limite,Viaje
Telmo Verdugo,26,H divorciado,0,1,Propietario automóviles,Propietario,Superior,Dependiente,No,Mayor a 45000,8,ninguno,0,NO,SI,0,1158,12,3,no,entre 0-5000,Viaje
Edu Gilabert,44,H Soltero,0,4,Propietario de Bienes Raices,Propietario,secundaria,Técnico,No,Menor a 25000,470,ninguno,0,SI,SI,0,6204,18,2,no,entre 0-5000,Mejoras del hogar
Manolo Grande Elorza,24,H Casado,0,4,Propietario automóviles,Alquiler,secundaria,Dependiente,Si,Mayor a 45000,520,ninguno,0,SI,SI,1,6187,30,1,no,Sin linea de crédito,Divisas 
Lucila Calista Esteban Bravo,35,F Casada,1,4,Propietario automóviles,Propietario,secundaria,Empresario,Si,Menor a 25000,439,ninguno,0,SI,NO,1,1393,11,4,no,Sin limite,Vehículo
Trinidad Lobo Anglada,39,H Soltero,1,4,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,-454,ninguno,0,NO,NO,0,2299,36,4,no,Sin limite,Viaje
Albina Ibañez Milla,28,F Casada,2,4,Propietario automóviles,Alquiler,secundaria,Dependiente,Si,Menor a 25000,466,ninguno,1,SI,NO,0,4113,24,3,no,entre 0-5000,Divisas 
Alma Mas,26,F divorciada,0,2,Propietario automóviles,Propietario,secundaria,Empresario,No,25000-45000,665,ninguno,1,SI,SI,1,10974,36,4,no,Sin limite,Mejora Vivienda
Felicidad Nuñez Tolosa,23,F Soltera,0,2,Propietario apartamentos,Alquiler,secundaria,No calificado,No,Menor a 25000,994,ninguno,0,SI,SI,1,1352,6,1,no,Sin linea de crédito,Divisas 
Ceferino Torrijos Aller,39,H Soltero,1,4,Propietario apartamentos,Contrato A,secundaria,Técnico,Si,Mayor a 45000,5346,ninguno,0,SI,NO,0,7228,11,1,no,Sin limite,Vehículo
Encarnita Adora Espejo Barrios,28,F Soltera,1,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,1243,ninguno,0,NO,SI,0,2073,12,4,no,Sin limite,Viaje
Basilio del Román,29,H Soltero,0,2,Propietario apartamentos,Propietario,Superior,Técnico,Si,Menor a 25000,0,Bancario,0,SI,SI,0,2333,24,4,no,entre 0-5000,Mejora Vivienda
Custodio Villalba,30,H Soltero,1,2,Propietario automóviles,Propietario,secundaria,Empresario,No,Mayor a 45000,2357,ninguno,0,NO,SI,0,5965,27,1,no,entre 0-5000,Divisas 
Ismael Hervás-Balaguer,25,H Soltero,0,2,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,1044,ninguno,0,SI,SI,0,1262,12,3,no,Sin limite,Viaje
Segismundo Cabo Izquierdo,31,H Soltero,3,1,Propietario apartamentos,Propietario,secundaria,Dependiente,No,25000-45000,1069,ninguno,0,SI,NO,0,3378,18,2,no,Sin limite,Divisas 
Celestino Chacón,26,H Soltero,2,2,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,25000-45000,231,Préstamo a plazo,0,NO,NO,0,783,6,1,no,Sin limite,Vehículo
Lara Arévalo Jurado,31,F Soltera,1,2,Propietario automóviles,Propietario,secundaria,Dependiente,Si,25000-45000,0,Préstamo a plazo,0,NO,SI,1,9566,36,2,no,Sin limite,Viaje
Irene Codina Azcona,23,F divorciada,2,2,Propietario automóviles,Propietario,secundaria,Empresario,Si,Menor a 25000,266,ninguno,0,SI,SI,1,1961,18,3,no,mayor 5000,Vehículo
Roque Campoy Sedano,27,H Casado,0,1,Propietario de Bienes Raices,Propietario,Superior,Dependiente,No,25000-45000,-70,Bancario,0,SI,NO,1,1391,9,2,no,entre 0-5000,Negocio
Francisco Iriarte Criado,50,H Soltero,1,4,Propietario de Bienes Raices,Propietario,primaria,Dependiente,No,25000-45000,25824,ninguno,0,SI,SI,0,1537,15,4,no,entre 0-5000,Viaje
Rebeca Mármol Ferrera,26,F Casada,0,4,Propietario apartamentos,Propietario,primaria,Dependiente,No,Mayor a 45000,538,ninguno,0,SI,SI,1,3181,24,4,no,Sin limite,Viaje
Aurelio Nogués Iñiguez,48,H Soltero,0,4,Propietario apartamentos,Propietario,secundaria,Dependiente,No,Menor a 25000,534,ninguno,0,NO,SI,1,5190,27,4,no,Sin limite,Mejoras del hogar
Zaida Bautista Escribano,29,F Soltera,0,2,Propietario automóviles,Propietario,desconocido,Dependiente,Si,25000-45000,2323,Bancario,0,SI,NO,0,2171,12,2,no,Sin limite,Viaje
Nazaret Colom-Dueñas,22,H Casado,2,1,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,1852,ninguno,0,SI,SI,1,1007,12,4,no,entre 0-5000,Vehículo
Trini Anguita Bayo,25,F Casada,0,4,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,2647,ninguno,0,NO,NO,1,2394,36,4,no,Sin limite,Viaje
Yésica Sala-Oliver,30,F Soltera,1,2,Propietario apartamentos,Propietario,Superior,Dependiente,Si,Menor a 25000,2767,Bancario,0,SI,NO,1,8133,36,1,no,Sin limite,Divisas 
Francisco Jose Valenciano Escribano,46,H Soltero,1,2,Propietario apartamentos,Alquiler,Superior,Técnico,No,25000-45000,176,ninguno,0,NO,SI,0,730,7,4,no,Sin limite,Viaje
Luciano Ramirez Gomis,51,H Soltero,1,4,desconocido/ninguno,Propietario,secundaria,Empresario,No,Menor a 25000,9720,Bancario,0,NO,SI,0,1164,8,3,no,Sin linea de crédito,Otro
Ignacia Guillén Moles,41,F Soltera,1,1,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Menor a 25000,1613,Bancario,0,SI,NO,1,5954,42,2,no,entre 0-5000,Negocio
Nacio Candelario Carro Armas,66,H Soltero,0,4,desconocido/ninguno,Propietario,secundaria,Empresario,Si,25000-45000,2903,ninguno,0,SI,SI,0,1526,12,4,no,Sin linea de crédito,Divisas 
Dani Paco Coll Roda,51,H Soltero,0,4,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Mayor a 45000,81,ninguno,0,SI,SI,0,4771,11,2,no,entre 0-5000,Viaje
Amancio de Álamo,39,H Soltero,0,2,Propietario apartamentos,Propietario,secundaria,Técnico,Si,25000-45000,780,ninguno,0,NO,SI,1,9436,54,2,no,Sin limite,Divisas 
Simón Márquez Pont,22,H Casado,0,1,Propietario apartamentos,Propietario,Superior,Dependiente,Si,25000-45000,178,ninguno,0,SI,SI,0,3832,30,2,no,entre 0-5000,Mejora Vivienda
Adalberto Ulises Narváez Villena,47,H Soltero,0,3,Propietario apartamentos,Propietario,Superior,Dependiente,No,Menor a 25000,299,Préstamo a plazo,0,SI,SI,0,1213,15,4,no,Sin limite,Viaje
Pastora Morales Jordán,24,F Casada,0,4,Propietario apartamentos,Alquiler,primaria,Técnico,Si,25000-45000,285,ninguno,0,SI,SI,0,1568,18,3,no,Sin limite,Negocio
Ariadna Cases Saez,58,F Soltera,2,4,Propietario de Bienes Raices,Propietario,secundaria,Técnico,No,25000-45000,872,ninguno,0,NO,SI,0,1755,24,4,no,Sin linea de crédito,Otro
Calixto del Cárdenas,52,H Soltero,3,4,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,25000-45000,1337,ninguno,0,SI,NO,0,2315,10,3,no,Sin linea de crédito,Viaje
Leire de Mata,29,F Soltera,0,2,Propietario de Bienes Raices,Propietario,secundaria,Empresario,No,Mayor a 45000,72,ninguno,0,SI,SI,0,1412,12,4,no,Sin limite,Negocio
Berta de Carmona,27,F Soltera,3,1,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,25000-45000,0,ninguno,0,NO,NO,0,1295,18,4,no,entre 0-5000,Mejora Vivienda
Olegario Martí Carlos,30,H Soltero,0,3,Propietario automóviles,Propietario,secundaria,Empresario,No,25000-45000,-388,ninguno,0,SI,NO,1,2249,18,4,no,Sin linea de crédito,Vehículo
Poncio Dalmau Aparicio,56,H Soltero,0,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,11,ninguno,0,NO,SI,0,618,12,4,no,Sin limite,Viaje
Borja de Hierro,54,H Soltero,0,3,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,-535,ninguno,0,SI,SI,1,1409,12,4,si,Sin linea de crédito,Divisas 
Gilberto Lago Paz,20,H Soltero,0,4,desconocido/ninguno,Alquiler,secundaria,Dependiente,Si,Mayor a 45000,787,ninguno,0,SI,SI,1,3617,24,4,no,mayor 5000,Mejora Vivienda
Leocadio de Pineda,54,H Soltero,0,4,Propietario de Bienes Raices,Propietario,Superior,Dependiente,No,Menor a 25000,3343,ninguno,0,SI,SI,0,1318,12,4,no,entre 0-5000,Vehículo
Mariana Barrios Somoza,61,F Casada,0,2,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,3904,ninguno,0,SI,SI,1,2012,12,4,no,Sin limite,Estudios
Leoncio Bonilla Verdejo,34,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Dependiente,Si,Menor a 25000,736,ninguno,0,SI,SI,0,2622,18,4,no,entre 0-5000,Negocio
Arturo Rocamora Dávila,36,H Soltero,1,4,Propietario de Bienes Raices,Contrato A,Superior,Dependiente,Si,Mayor a 45000,1390,ninguno,0,SI,SI,0,2337,36,4,no,entre 0-5000,Viaje
Cleto de Mora,36,H Soltero,1,4,Propietario apartamentos,Alquiler,primaria,Empresario,No,Menor a 25000,808,Bancario,0,SI,SI,0,7057,20,3,no,entre 0-5000,Divisas 
Régulo de Artigas,31,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Dependiente,Si,Mayor a 45000,1147,Bancario,1,NO,SI,1,2746,36,4,no,Sin linea de crédito,Mejora Vivienda
Efraín Daza Mateos,41,H Casado,0,4,Propietario de Bienes Raices,Alquiler,secundaria,Técnico,Si,Menor a 25000,1122,ninguno,0,SI,NO,1,1469,24,4,no,Sin limite,Vehículo
Segismundo Montalbán Pinto,24,H Soltero,0,4,Propietario automóviles,Alquiler,secundaria,Dependiente,Si,25000-45000,-568,ninguno,0,NO,SI,1,2323,36,4,no,entre 0-5000,Viaje
Aura Galán Sans,24,F Soltera,2,2,Propietario de Bienes Raices,Propietario,primaria,Dependiente,Si,Menor a 25000,1165,ninguno,0,NO,SI,0,932,6,3,no,Sin limite,Viaje
Timoteo Peral Pina,35,H Soltero,0,3,Propietario automóviles,Alquiler,secundaria,Dependiente,No,Menor a 25000,-905,ninguno,0,SI,SI,0,1919,9,4,no,entre 0-5000,Mejora Vivienda
Héctor Bartolomé Santiago,26,H Casado,2,4,Propietario automóviles,Alquiler,Superior,Dependiente,No,Menor a 25000,0,ninguno,0,SI,SI,1,2445,12,2,no,Sin limite,Divisas 
Aitor Beltrán Reyes,32,H Soltero,0,2,Propietario automóviles,Propietario,secundaria,Dependiente,Si,25000-45000,740,ninguno,0,NO,SI,0,6078,12,2,no,entre 0-5000,Vehículo
Ana Belén de Sotelo,30,F divorciada,3,2,Propietario apartamentos,Propietario,secundaria,Dependiente,No,Menor a 25000,8262,ninguno,0,SI,SI,0,7721,24,1,no,Sin linea de crédito,Mejora Vivienda
Lope Eligio Salmerón Pagès,35,H Casado,0,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Menor a 25000,14,ninguno,0,NO,SI,0,1410,14,1,no,entre 0-5000,Negocio
Balduino Edelmiro González Sanchez,31,H divorciado,3,2,Propietario automóviles,Propietario,desconocido,Dependiente,Si,Menor a 25000,7108,Bancario,0,SI,SI,0,1449,6,1,no,entre 0-5000,Negocio
María Fernanda Botella Cámara,23,F divorciada,0,4,Propietario apartamentos,Alquiler,secundaria,Dependiente,No,25000-45000,1049,ninguno,0,SI,SI,1,392,15,4,no,mayor 5000,Estudios
Albino Medina Peinado,28,H Soltero,0,3,Propietario de Bienes Raices,Alquiler,secundaria,Técnico,Si,25000-45000,0,ninguno,0,SI,SI,0,6260,18,3,no,entre 0-5000,Vehículo
Erasmo Salas Asenjo,35,H Casado,2,1,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,419,ninguno,0,SI,NO,0,1680,12,3,no,Sin linea de crédito,Viaje
Maximiliano Carvajal Montserrat,47,H Soltero,0,1,Propietario de Bienes Raices,Propietario,Superior,Dependiente,No,Menor a 25000,726,ninguno,0,SI,SI,0,3578,48,4,no,Sin limite,Viaje
Julieta Montaña Grande,27,F Casada,1,3,Propietario de Bienes Raices,Alquiler,Superior,Dependiente,Si,25000-45000,594,ninguno,0,SI,SI,1,2132,10,2,no,Sin linea de crédito,Mejora Vivienda
Roldán Lobato Fuentes,36,H divorciado,2,3,Propietario automóviles,Propietario,Superior,Empresario,No,Menor a 25000,454,ninguno,0,SI,SI,1,2366,12,3,no,entre 0-5000,Vehículo
Delia Alegria Ros,41,F Soltera,1,2,Propietario automóviles,Alquiler,secundaria,Empresario,No,Menor a 25000,2206,ninguno,0,NO,SI,0,3868,24,4,no,Sin limite,Divisas 
Felipe Zaragoza Álvaro,24,H Soltero,0,2,Propietario de Bienes Raices,Alquiler,Superior,Técnico,Si,25000-45000,1988,ninguno,0,SI,SI,1,1768,12,3,no,Sin limite,Mejora Vivienda
Che Armando Valera Solana,63,H Soltero,2,4,desconocido/ninguno,Propietario,Superior,Dependiente,No,25000-45000,0,ninguno,0,SI,SI,1,781,10,4,no,mayor 5000,Vehículo
Nacho Casanovas Viñas,30,H Soltero,1,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,202,ninguno,0,SI,SI,0,2121,12,4,no,Sin linea de crédito,Vehículo
Marino Somoza Torres,40,H Casado,2,2,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,25000-45000,667,ninguno,0,NO,SI,1,701,12,4,no,Sin linea de crédito,Viaje
Sebastian Querol-Ripoll,34,H Soltero,2,2,Propietario automóviles,Propietario,secundaria,Empresario,No,Menor a 25000,112,ninguno,0,SI,SI,0,1860,12,4,no,entre 0-5000,Divisas 
María Manuela Becerra Amores,24,F Soltera,0,2,Propietario automóviles,Propietario,primaria,Dependiente,Si,Mayor a 45000,50,ninguno,0,SI,SI,1,8487,48,1,no,entre 0-5000,Vehículo
Aureliano Mármol Botella,27,H Soltero,0,3,Propietario apartamentos,Propietario,primaria,Técnico,Si,25000-45000,768,Bancario,0,SI,NO,0,2708,15,2,no,Sin limite,Mejora Vivienda
Ricardo Reig Armengol,47,H Soltero,1,4,desconocido/ninguno,Propietario,secundaria,Dependiente,Si,Menor a 25000,74,Bancario,0,SI,SI,0,1984,18,4,no,Sin limite,Mejora Vivienda
Juana Gilabert Cabañas,21,F Casada,0,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Menor a 25000,661,ninguno,0,SI,SI,1,10144,60,2,no,Sin limite,Viaje
Vera Tovar Gisbert,38,F divorciada,0,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Mayor a 45000,3025,ninguno,0,SI,NO,1,1240,12,4,no,Sin limite,Viaje
Godofredo Tejada Moya,43,H Casado,1,1,Propietario apartamentos,Propietario,Superior,Técnico,Si,Menor a 25000,751,ninguno,1,NO,SI,0,1533,18,4,no,Sin limite,Mejora Vivienda
Pepito Piña Lerma,31,H Soltero,3,4,Propietario automóviles,Propietario,Superior,Dependiente,Si,Menor a 25000,416,ninguno,1,SI,NO,0,3621,24,2,no,Sin limite,Viaje
Sebastian Juan José Miró Barceló,27,H Soltero,2,2,Propietario automóviles,Propietario,primaria,Dependiente,Si,Menor a 25000,14,ninguno,0,SI,NO,0,8613,27,2,no,Sin limite,Divisas 
Carlos Arteaga Villanueva,35,H Soltero,1,2,Propietario de Bienes Raices,Propietario,primaria,Dependiente,No,Menor a 25000,-502,Bancario,0,SI,NO,1,2728,15,4,no,entre 0-5000,Viaje
